claim_id,date_submitted,franchise_id,item_category,quantity,requested_total,carrier_approved_total,target_outcome,rate,unit_price,qty
CLM-40552,2025-08-09,Franchise_FL_04,Drywall Repair,15.0,1356.75,579.41,0,90.45,,
CLM-97894,07/12/2025,Franchise_NY_12,Drywall Repair,,1368.95,1368.95,1,,$72.05,19.0
CLM-26773,"February 06, 2025",Franchise_TX_01,Water Extraction,4.0,424.44,369.49,0,,106.11,
CLM-96550,05/20/2025,Franchise_NY_12,Drywall Repair,,4912.26,4095.32,0,,$129.27,38.0
CLM-77529,08/06/2025,Franchise_NY_12,Drywall Repair,,907.92,907.92,1,,$75.66,12.0
CLM-48246,"April 22, 2025",Franchise_TX_01,Antimicrobial Treatment,48.0,5097.12,5097.12,1,,106.19,
CLM-43730,08/24/2025,Franchise_NY_12,Water Extraction,,6097.5,6097.5,1,,$121.95,50.0
CLM-72014,12/25/2025,Franchise_NY_12,Antimicrobial Treatment,,6163.62,6163.62,1,,$143.34,43.0
CLM-30044,2025-10-14,Franchise_FL_04,Dehumidifier Rental,47.0,1627.14,1627.14,1,34.62,,
CLM-62654,"July 13, 2025",Franchise_TX_01,Antimicrobial Treatment,29.0,2997.15,2997.15,1,,103.35,
CLM-11569,"October 23, 2025",Franchise_TX_01,Antimicrobial Treatment,4.0,267.68,267.68,1,,66.92,
CLM-93521,2025-10-31,Franchise_FL_04,Baseboard Replacement,10.0,1326.5,1326.5,1,132.65,,
CLM-17553,"April 25, 2025",Franchise_TX_01,Antimicrobial Treatment,26.0,2851.68,1642.44,0,,109.68,
CLM-46469,"October 22, 2025",Franchise_TX_01,Water Extraction,29.0,1084.89,1084.89,1,,37.41,
CLM-79538,"September 08, 2025",Franchise_TX_01,Antimicrobial Treatment,18.0,1710.36,1275.11,0,,95.02,
CLM-49657,2025-10-02,Franchise_FL_04,Dehumidifier Rental,38.0,2212.36,2212.36,1,58.22,,
CLM-42406,2025-08-30,Franchise_FL_04,Water Extraction,6.0,217.74,217.74,1,36.29,,
CLM-99174,"August 05, 2025",Franchise_TX_01,Drywall Repair,39.0,3461.25,3461.25,1,,88.75,
CLM-41204,04/08/2025,Franchise_NY_12,Water Extraction,,1433.36,1433.36,1,,$75.44,19.0
CLM-20827,2025-09-13,Franchise_FL_04,Drywall Repair,25.0,3224.5,2825.0,0,128.98,,
CLM-33621,07/22/2025,Franchise_NY_12,Water Extraction,,428.0,428.0,1,,$42.8,10.0
CLM-80270,07/24/2025,Franchise_NY_12,Baseboard Replacement,,4275.96,4275.96,1,,$109.64,39.0
CLM-90565,"May 31, 2025",Franchise_TX_01,Antimicrobial Treatment,44.0,6201.36,6201.36,1,,140.94,
CLM-10344,"July 06, 2025",Franchise_TX_01,Drywall Repair,19.0,1493.59,1493.59,1,,78.61,
CLM-19477,2025-06-01,Franchise_FL_04,Drywall Repair,29.0,1017.32,1017.32,1,35.08,,
CLM-12830,"November 17, 2025",Franchise_TX_01,Antimicrobial Treatment,37.0,2393.53,1222.22,0,,64.69,
CLM-74961,"April 11, 2025",Franchise_TX_01,Dehumidifier Rental,35.0,4227.65,4227.65,1,,120.79,
CLM-91199,04/18/2025,Franchise_NY_12,Dehumidifier Rental,,2641.4,2641.4,1,,$132.07,20.0
CLM-73515,2025-05-09,Franchise_FL_04,Water Extraction,34.0,2235.84,2235.84,1,65.76,,
CLM-21924,02/12/2025,Franchise_NY_12,Baseboard Replacement,,2860.8,2860.8,1,,$95.36,30.0
CLM-86841,09/17/2025,Franchise_NY_12,Antimicrobial Treatment,,5510.4,4748.28,0,,$131.2,42.0
CLM-23280,10/03/2025,Franchise_NY_12,Dehumidifier Rental,,215.46,215.46,1,,$30.78,7.0
CLM-25591,07/10/2025,Franchise_NY_12,Dehumidifier Rental,,3232.24,3232.24,1,,$146.92,22.0
CLM-48107,2025-07-01,Franchise_FL_04,Antimicrobial Treatment,46.0,1054.32,922.07,0,22.92,,
CLM-40855,04/05/2025,Franchise_NY_12,Water Extraction,,1383.2,758.73,0,,$34.58,40.0
CLM-99472,02/24/2025,Franchise_NY_12,Baseboard Replacement,,4168.85,3745.81,0,,$119.11,35.0
CLM-38613,07/22/2025,Franchise_NY_12,Drywall Repair,,1593.2,1593.2,1,,$79.66,20.0
CLM-31242,2025-01-03,Franchise_FL_04,Water Extraction,6.0,657.54,657.54,1,109.59,,
CLM-62506,"September 19, 2025",Franchise_TX_01,Dehumidifier Rental - MISC,35.0,3874.15,3874.15,1,,110.69,
CLM-48382,09/18/2025,Franchise_NY_12,Dehumidifier Rental,,5302.78,3865.42,0,,$108.22,49.0
CLM-30744,11/19/2025,Franchise_NY_12,Antimicrobial Treatment,,1498.45,1498.45,1,,$65.15,23.0
CLM-81957,01/01/2025,Franchise_NY_12,Drywall Repair,,606.72,606.72,1,,$37.92,16.0
CLM-15843,01/09/2025,Franchise_NY_12,Antimicrobial Treatment,,1406.4,832.75,0,,$35.16,40.0
CLM-62888,06/04/2025,Franchise_NY_12,Antimicrobial Treatment,,2611.98,2611.98,1,,$145.11,18.0
CLM-88731,2025-09-26,Franchise_FL_04,Dehumidifier Rental,41.0,1802.36,1802.36,1,43.96,,
CLM-33150,"November 01, 2025",Franchise_TX_01,Antimicrobial Treatment,29.0,2789.22,2789.22,1,,96.18,
CLM-28385,"March 12, 2025",Franchise_TX_01,Dehumidifier Rental,15.0,2068.95,2068.95,1,,137.93,
CLM-30567,01/05/2025,Franchise_NY_12,Water Extraction,,3052.16,1544.38,0,,$95.38,32.0
CLM-38516,05/02/2025,Franchise_NY_12,Antimicrobial Treatment,,242.4,242.4,1,,$30.3,8.0
CLM-69394,07/08/2025,Franchise_NY_12,Dehumidifier Rental,,5032.4,2455.96,0,,$125.81,40.0
CLM-79529,2025-01-31,Franchise_FL_04,Drywall Repair,13.0,571.61,411.61,0,43.97,,
CLM-83165,"November 06, 2025",Franchise_TX_01,Baseboard Replacement - MISC,31.0,657.82,657.82,1,,21.22,
CLM-91149,"March 16, 2025",Franchise_TX_01,Antimicrobial Treatment,27.0,2003.94,2003.94,1,,74.22,
CLM-71323,2025-02-02,Franchise_FL_04,Drywall Repair,3.0,293.85,293.85,1,97.95,,
CLM-14936,08/08/2025,Franchise_NY_12,Water Extraction,,1996.32,1996.32,1,,$83.18,24.0
CLM-78539,10/09/2025,Franchise_NY_12,Antimicrobial Treatment,,122.88,122.88,1,,$61.44,2.0
CLM-39866,2025-10-18,Franchise_FL_04,Water Extraction,34.0,4721.24,4721.24,1,138.86,,
CLM-61023,11/09/2025,Franchise_NY_12,Baseboard Replacement,,3788.91,3788.91,1,,$140.33,27.0
CLM-91255,2025-01-31,Franchise_FL_04,Dehumidifier Rental,30.0,1521.6,1521.6,1,50.72,,
CLM-24739,"February 14, 2025",Franchise_TX_01,Baseboard Replacement,39.0,4069.65,3526.12,0,,104.35,
CLM-65328,"December 31, 2025",Franchise_TX_01,Water Extraction - MISC,20.0,2118.4,2118.4,1,,105.92,
CLM-19508,"January 05, 2025",Franchise_TX_01,Baseboard Replacement,45.0,1059.3,1059.3,1,,23.54,
CLM-87062,2025-12-16,Franchise_FL_04,Baseboard Replacement,34.0,2451.74,2451.74,1,72.11,,
CLM-89014,"November 23, 2025",Franchise_TX_01,Antimicrobial Treatment - MISC,22.0,616.0,616.0,1,,28.0,
CLM-32035,2025-08-18,Franchise_FL_04,Antimicrobial Treatment,23.0,,808.79,0,57.63,,
CLM-24626,02/05/2025,Franchise_NY_12,Baseboard Replacement,,1338.7,1021.15,0,,$121.7,11.0
CLM-88974,2025-04-23,Franchise_FL_04,Baseboard Replacement,4.0,247.2,247.2,1,61.8,,
CLM-84533,04/07/2025,Franchise_NY_12,Drywall Repair,,578.55,578.55,1,,$30.45,19.0
CLM-52735,2025-03-01,Franchise_FL_04,Water Extraction,36.0,2489.76,1157.88,0,69.16,,
CLM-43098,07/09/2025,Franchise_NY_12,Antimicrobial Treatment,,1851.36,850.34,0,,$97.44,19.0
CLM-59581,2025-05-07,Franchise_FL_04,Antimicrobial Treatment,16.0,2179.36,1257.51,0,136.21,,
CLM-85920,05/25/2025,Franchise_NY_12,Antimicrobial Treatment,,2073.06,2073.06,1,,$76.78,27.0
CLM-50463,08/01/2025,Franchise_NY_12,Drywall Repair,,5576.24,5576.24,1,,$129.68,43.0
CLM-70082,2025-01-04,Franchise_FL_04,Baseboard Replacement,37.0,1722.35,1722.35,1,46.55,,
CLM-92133,"December 13, 2025",Franchise_TX_01,Antimicrobial Treatment,41.0,1019.26,1019.26,1,,24.86,
CLM-43853,"April 25, 2025",Franchise_TX_01,Antimicrobial Treatment,44.0,6307.4,3474.05,0,,143.35,
CLM-65370,2025-04-07,Franchise_FL_04,Dehumidifier Rental,8.0,892.16,892.16,1,111.52,,
CLM-91595,2025-12-14,Franchise_FL_04,Drywall Repair,50.0,5110.0,3081.63,0,102.2,,
CLM-88238,"October 14, 2025",Franchise_TX_01,Antimicrobial Treatment - MISC,25.0,2463.5,2463.5,1,,98.54,
CLM-77771,2025-08-01,Franchise_FL_04,Water Extraction,44.0,5393.08,5393.08,1,122.57,,
CLM-21347,07/12/2025,Franchise_NY_12,Dehumidifier Rental,,447.69,447.69,1,,$149.23,3.0
CLM-58903,"September 27, 2025",Franchise_TX_01,Water Extraction,30.0,4170.9,4170.9,1,,139.03,
CLM-25789,2025-11-12,Franchise_FL_04,Water Extraction,43.0,,1036.99,0,40.1,,
CLM-21435,"April 05, 2025",Franchise_TX_01,Drywall Repair,34.0,3684.24,3684.24,1,,108.36,
CLM-12082,"November 10, 2025",Franchise_TX_01,Baseboard Replacement,5.0,236.25,180.67,0,,47.25,
CLM-66425,11/06/2025,Franchise_NY_12,Drywall Repair,,1276.47,1276.47,1,,$98.19,13.0
CLM-88276,01/18/2025,Franchise_NY_12,Baseboard Replacement,,1917.51,1467.64,0,,$83.37,23.0
CLM-20048,2025-05-08,Franchise_FL_04,Drywall Repair,25.0,1006.0,697.36,0,40.24,,
CLM-46078,11/09/2025,Franchise_NY_12,Antimicrobial Treatment,,3761.64,3761.64,1,,$87.48,43.0
CLM-41120,"February 03, 2025",Franchise_TX_01,Water Extraction,45.0,5768.55,3517.93,0,,128.19,
CLM-33358,04/15/2025,Franchise_NY_12,Drywall Repair,,5253.29,5253.29,1,,$107.21,49.0
CLM-78503,03/10/2025,Franchise_NY_12,Baseboard Replacement,,131.31,131.31,1,,$43.77,3.0
CLM-89243,2025-10-30,Franchise_FL_04,Baseboard Replacement,6.0,572.88,572.88,1,95.48,,
CLM-87241,2025-11-28,Franchise_FL_04,Dehumidifier Rental,42.0,2561.58,1362.91,0,60.99,,
CLM-56121,2025-03-31,Franchise_FL_04,Water Extraction,42.0,4077.78,2308.46,0,97.09,,
CLM-64337,07/31/2025,Franchise_NY_12,Antimicrobial Treatment,,285.98,285.98,1,,$142.99,2.0
CLM-44904,03/30/2025,Franchise_NY_12,Baseboard Replacement,,6067.68,3714.34,0,,$126.41,48.0
CLM-21079,2025-04-29,Franchise_FL_04,Drywall Repair,13.0,1407.64,1407.64,1,108.28,,
CLM-88146,"July 20, 2025",Franchise_TX_01,Water Extraction - MISC,49.0,950.6,698.44,0,,19.4,
CLM-88799,01/01/2026,Franchise_NY_12,Antimicrobial Treatment,,143.04,143.04,1,,$71.52,2.0
CLM-26782,04/13/2025,Franchise_NY_12,Dehumidifier Rental,,983.16,744.65,0,,$54.62,18.0
CLM-66370,"November 08, 2025",Franchise_TX_01,Dehumidifier Rental,47.0,870.91,388.76,0,,18.53,
CLM-34969,09/04/2025,Franchise_NY_12,Antimicrobial Treatment,,3187.8,2838.7,0,,$70.84,45.0
CLM-16671,2025-10-12,Franchise_FL_04,Antimicrobial Treatment,18.0,1803.42,1803.42,1,100.19,,
CLM-49460,10/18/2025,Franchise_NY_12,Antimicrobial Treatment,,1450.2,1450.2,1,,$120.85,12.0
CLM-57312,"July 05, 2025",Franchise_TX_01,Baseboard Replacement,34.0,3951.48,3951.48,1,,116.22,
CLM-28021,05/19/2025,Franchise_NY_12,Baseboard Replacement,,3861.5,2551.99,0,,$77.23,50.0
CLM-30551,08/19/2025,Franchise_NY_12,Antimicrobial Treatment,,1510.96,1510.96,1,,$68.68,22.0
CLM-31705,"November 19, 2025",Franchise_TX_01,Dehumidifier Rental - MISC,39.0,4443.66,4443.66,1,,113.94,
CLM-47935,2025-01-12,Franchise_FL_04,Water Extraction,15.0,497.55,497.55,1,33.17,,
CLM-93081,04/24/2025,Franchise_NY_12,Antimicrobial Treatment,,1313.55,1313.55,1,,$48.65,27.0
CLM-10513,06/11/2025,Franchise_NY_12,Dehumidifier Rental,,5656.8,3555.99,0,,$141.42,40.0
CLM-58960,"August 07, 2025",Franchise_TX_01,Water Extraction - MISC,15.0,1961.4,1961.4,1,,130.76,
CLM-34477,"July 19, 2025",Franchise_TX_01,Baseboard Replacement,29.0,1028.63,438.1,0,,35.47,
CLM-63916,11/28/2025,Franchise_NY_12,Baseboard Replacement,,3771.75,3771.75,1,,$80.25,47.0
CLM-86268,"March 22, 2025",Franchise_TX_01,Water Extraction,15.0,665.25,665.25,1,,44.35,
CLM-46477,09/19/2025,Franchise_NY_12,Drywall Repair,,2828.77,2828.77,1,,$57.73,49.0
CLM-28261,2025-02-15,Franchise_FL_04,Drywall Repair,49.0,2649.92,1151.96,0,54.08,,
CLM-40358,"January 07, 2025",Franchise_TX_01,Dehumidifier Rental,38.0,1430.32,1430.32,1,,37.64,
CLM-99023,"September 08, 2025",Franchise_TX_01,Baseboard Replacement,16.0,2068.48,2068.48,1,,129.28,
CLM-53581,2025-08-24,Franchise_FL_04,Dehumidifier Rental,45.0,,1950.3,1,43.34,,
CLM-87327,"August 14, 2025",Franchise_TX_01,Dehumidifier Rental,10.0,1177.0,495.8,0,,117.7,
CLM-98476,2025-04-13,Franchise_FL_04,Water Extraction,21.0,964.53,964.53,1,45.93,,
CLM-74544,2025-01-12,Franchise_FL_04,Baseboard Replacement,22.0,2810.06,2157.01,0,127.73,,
CLM-29535,"April 08, 2025",Franchise_TX_01,Dehumidifier Rental,14.0,1286.6,1286.6,1,,91.9,
CLM-26386,"April 18, 2025",Franchise_TX_01,Dehumidifier Rental - MISC,49.0,6579.72,6579.72,1,,134.28,
CLM-94813,04/16/2025,Franchise_NY_12,Baseboard Replacement,,3220.12,3220.12,1,,$84.74,38.0
CLM-51695,04/05/2025,Franchise_NY_12,Water Extraction,,1047.27,756.17,0,,$149.61,7.0
CLM-69669,2025-08-21,Franchise_FL_04,Baseboard Replacement,16.0,1674.4,1055.04,0,104.65,,
CLM-25103,02/01/2025,Franchise_NY_12,Baseboard Replacement,,450.34,450.34,1,,$19.58,23.0
CLM-86700,2025-03-23,Franchise_FL_04,Drywall Repair,26.0,2379.0,1101.56,0,91.5,,
CLM-17512,2025-02-20,Franchise_FL_04,Baseboard Replacement,45.0,1076.85,1076.85,1,23.93,,
CLM-98396,05/01/2025,Franchise_NY_12,Baseboard Replacement,,3163.24,3163.24,1,,$102.04,31.0
CLM-97989,"December 02, 2025",Franchise_TX_01,Drywall Repair - MISC,33.0,2674.98,2368.32,0,,81.06,
CLM-83181,"February 20, 2025",Franchise_TX_01,Antimicrobial Treatment,6.0,552.06,552.06,1,,92.01,
CLM-38298,"May 17, 2025",Franchise_TX_01,Drywall Repair,47.0,4468.29,4468.29,1,,95.07,
CLM-86084,"June 26, 2025",Franchise_TX_01,Dehumidifier Rental,49.0,2147.18,2147.18,1,,43.82,
CLM-51711,10/03/2025,Franchise_NY_12,Dehumidifier Rental,,3526.1,3526.1,1,,$95.3,37.0
CLM-42160,"May 18, 2025",Franchise_TX_01,Antimicrobial Treatment,38.0,4694.9,4694.9,1,,123.55,
CLM-63127,"January 19, 2025",Franchise_TX_01,Baseboard Replacement,42.0,1905.96,1682.74,0,,45.38,
CLM-14321,2025-12-20,Franchise_FL_04,Dehumidifier Rental,22.0,947.1,947.1,1,43.05,,
CLM-10667,"November 21, 2025",Franchise_TX_01,Dehumidifier Rental,30.0,666.9,666.9,1,,22.23,
CLM-31951,2025-02-16,Franchise_FL_04,Antimicrobial Treatment,20.0,,823.78,0,83.57,,
CLM-85804,01/28/2025,Franchise_NY_12,Drywall Repair,,304.15,126.92,0,,$60.83,5.0
CLM-20697,2025-11-21,Franchise_FL_04,Antimicrobial Treatment,18.0,1631.52,1631.52,1,90.64,,
CLM-17666,"January 30, 2025",Franchise_TX_01,Dehumidifier Rental,12.0,1145.16,1145.16,1,,95.43,
CLM-14841,"January 25, 2025",Franchise_TX_01,Baseboard Replacement,40.0,5447.2,2581.08,0,,136.18,
CLM-72306,05/29/2025,Franchise_NY_12,Water Extraction,,2325.76,2325.76,1,,$145.36,16.0
CLM-95328,"March 11, 2025",Franchise_TX_01,Antimicrobial Treatment,43.0,5284.7,5284.7,1,,122.9,
CLM-45878,2025-10-02,Franchise_FL_04,Baseboard Replacement,47.0,2737.28,2737.28,1,58.24,,
CLM-91506,05/01/2025,Franchise_NY_12,Water Extraction,,1171.62,1171.62,1,,$25.47,46.0
CLM-53084,"November 22, 2025",Franchise_TX_01,Baseboard Replacement,30.0,1626.3,1626.3,1,,54.21,
CLM-62789,07/18/2025,Franchise_NY_12,Baseboard Replacement,,335.4,185.77,0,,$16.77,20.0
CLM-98894,"September 01, 2025",Franchise_TX_01,Antimicrobial Treatment,14.0,1762.46,788.62,0,,125.89,
CLM-89109,"December 18, 2025",Franchise_TX_01,Dehumidifier Rental,35.0,1556.45,1556.45,1,,44.47,
CLM-85170,"November 04, 2025",Franchise_TX_01,Baseboard Replacement,47.0,2720.36,2720.36,1,,57.88,
CLM-90064,"August 30, 2025",Franchise_TX_01,Antimicrobial Treatment,24.0,1108.8,1108.8,1,,46.2,
CLM-16854,2025-05-23,Franchise_FL_04,Baseboard Replacement,1.0,92.76,92.76,1,92.76,,
CLM-20035,"September 08, 2025",Franchise_TX_01,Drywall Repair - MISC,37.0,1257.26,1257.26,1,,33.98,
CLM-94961,"October 04, 2025",Franchise_TX_01,Dehumidifier Rental,33.0,1321.32,1078.41,0,,40.04,
CLM-94179,"September 11, 2025",Franchise_TX_01,Drywall Repair,49.0,3844.54,3844.54,1,,78.46,
CLM-87267,2025-07-11,Franchise_FL_04,Dehumidifier Rental,29.0,2407.58,2407.58,1,83.02,,
CLM-47689,01/14/2025,Franchise_NY_12,Antimicrobial Treatment,,1089.84,781.92,0,,$57.36,19.0
CLM-99535,01/17/2025,Franchise_NY_12,Drywall Repair,,728.42,728.42,1,,$52.03,14.0
CLM-85641,02/06/2025,Franchise_NY_12,Antimicrobial Treatment,,3444.56,3444.56,1,,$123.02,28.0
CLM-23103,02/27/2025,Franchise_NY_12,Water Extraction,,4097.28,1999.33,0,,$128.04,32.0
CLM-10177,2025-01-08,Franchise_FL_04,Antimicrobial Treatment,12.0,209.52,113.89,0,17.46,,
CLM-39946,2025-07-12,Franchise_FL_04,Dehumidifier Rental,43.0,,2719.75,1,63.25,,
CLM-76646,02/12/2025,Franchise_NY_12,Dehumidifier Rental,,142.28,142.28,1,,$142.28,1.0
CLM-12004,2025-06-08,Franchise_FL_04,Drywall Repair,25.0,1476.5,1142.75,0,59.06,,
CLM-64082,03/11/2025,Franchise_NY_12,Antimicrobial Treatment,,2248.38,1309.11,0,,$124.91,18.0
CLM-94452,2025-08-27,Franchise_FL_04,Drywall Repair,30.0,3448.5,2865.01,0,114.95,,
CLM-35450,2025-03-29,Franchise_FL_04,Drywall Repair,45.0,1578.15,1578.15,1,35.07,,
CLM-82526,"September 09, 2025",Franchise_TX_01,Water Extraction,26.0,475.8,475.8,1,,18.3,
CLM-86683,2025-12-11,Franchise_FL_04,Dehumidifier Rental,36.0,3502.8,3502.8,1,97.3,,
CLM-51477,11/17/2025,Franchise_NY_12,Drywall Repair,,1773.72,1773.72,1,,$68.22,26.0
CLM-62882,"December 18, 2025",Franchise_TX_01,Water Extraction,37.0,5182.59,2889.14,0,,140.07,
CLM-86368,2025-10-07,Franchise_FL_04,Dehumidifier Rental,17.0,1886.66,1886.66,1,110.98,,
CLM-63177,2025-01-29,Franchise_FL_04,Baseboard Replacement,16.0,1794.24,1794.24,1,112.14,,
CLM-13285,03/10/2025,Franchise_NY_12,Baseboard Replacement,,3817.53,1546.34,0,,$141.39,27.0
CLM-51326,05/18/2025,Franchise_NY_12,Antimicrobial Treatment,,4010.76,4010.76,1,,$102.84,39.0
CLM-79175,10/26/2025,Franchise_NY_12,Drywall Repair,,360.15,222.1,0,,$120.05,3.0
CLM-87533,2025-10-31,Franchise_FL_04,Dehumidifier Rental,43.0,3369.91,1576.47,0,78.37,,
CLM-71547,02/25/2025,Franchise_NY_12,Dehumidifier Rental,,5115.11,5115.11,1,,$104.39,49.0
CLM-11849,12/29/2025,Franchise_NY_12,Dehumidifier Rental,,185.15,158.88,0,,$37.03,5.0
CLM-33278,11/10/2025,Franchise_NY_12,Drywall Repair,,3269.9,3269.9,1,,$86.05,38.0
CLM-87246,01/13/2025,Franchise_NY_12,Water Extraction,,1339.5,1339.5,1,,$26.79,50.0
CLM-74244,06/22/2025,Franchise_NY_12,Baseboard Replacement,,518.67,518.67,1,,$57.63,9.0
CLM-79784,07/24/2025,Franchise_NY_12,Baseboard Replacement,,721.1,721.1,1,,$144.22,5.0
CLM-14123,"November 25, 2025",Franchise_TX_01,Antimicrobial Treatment,46.0,3528.2,3528.2,1,,76.7,
CLM-33919,05/30/2025,Franchise_NY_12,Baseboard Replacement,,3221.64,3221.64,1,,$89.49,36.0
CLM-61810,"March 19, 2025",Franchise_TX_01,Baseboard Replacement,40.0,844.4,513.13,0,,21.11,
CLM-78494,2025-04-21,Franchise_FL_04,Drywall Repair,45.0,3601.8,3601.8,1,80.04,,
CLM-64281,2025-04-07,Franchise_FL_04,Dehumidifier Rental,18.0,,2078.1,1,115.45,,
CLM-91956,"June 27, 2025",Franchise_TX_01,Baseboard Replacement,13.0,1749.41,895.48,0,,134.57,
CLM-81635,12/25/2025,Franchise_NY_12,Baseboard Replacement,,1453.0,1453.0,1,,$145.3,10.0
CLM-28669,2025-12-22,Franchise_FL_04,Dehumidifier Rental,36.0,5142.96,5142.96,1,142.86,,
CLM-77527,04/16/2025,Franchise_NY_12,Baseboard Replacement,,2376.22,2091.13,0,,$108.01,22.0
CLM-13677,10/10/2025,Franchise_NY_12,Drywall Repair,,4141.5,2854.64,0,,$82.83,50.0
CLM-69712,08/17/2025,Franchise_NY_12,Drywall Repair,,5566.98,3901.16,0,,$135.78,41.0
CLM-24890,02/15/2025,Franchise_NY_12,Dehumidifier Rental,,4724.8,4724.8,1,,$147.65,32.0
CLM-91117,2025-03-15,Franchise_FL_04,Drywall Repair,47.0,5995.32,5995.32,1,127.56,,
CLM-12278,2025-10-02,Franchise_FL_04,Baseboard Replacement,38.0,3475.48,1934.33,0,91.46,,
CLM-95370,03/23/2025,Franchise_NY_12,Antimicrobial Treatment,,509.08,509.08,1,,$23.14,22.0
CLM-44504,2025-09-13,Franchise_FL_04,Baseboard Replacement,26.0,3429.14,1821.14,0,131.89,,
CLM-92123,"April 06, 2025",Franchise_TX_01,Antimicrobial Treatment,49.0,2015.86,1789.59,0,,41.14,
CLM-14307,"January 12, 2025",Franchise_TX_01,Baseboard Replacement,29.0,1961.56,1961.56,1,,67.64,
CLM-74256,2025-03-27,Franchise_FL_04,Drywall Repair,32.0,907.84,506.81,0,28.37,,
CLM-19133,"April 04, 2025",Franchise_TX_01,Antimicrobial Treatment,15.0,633.15,633.15,1,,42.21,
CLM-83356,2025-10-30,Franchise_FL_04,Dehumidifier Rental,7.0,264.11,264.11,1,37.73,,
CLM-90283,2025-01-20,Franchise_FL_04,Dehumidifier Rental,36.0,3831.84,3831.84,1,106.44,,
CLM-88590,03/04/2025,Franchise_NY_12,Baseboard Replacement,,1042.08,704.54,0,,$130.26,8.0
CLM-22189,"August 11, 2025",Franchise_TX_01,Antimicrobial Treatment,32.0,4392.32,2648.05,0,,137.26,
CLM-85636,2025-07-20,Franchise_FL_04,Antimicrobial Treatment,20.0,1606.6,1606.6,1,80.33,,
CLM-54982,2025-01-17,Franchise_FL_04,Water Extraction,10.0,949.1,671.44,0,94.91,,
CLM-73439,01/28/2025,Franchise_NY_12,Baseboard Replacement,,2714.6,2714.6,1,,$77.56,35.0
CLM-52015,"April 06, 2025",Franchise_TX_01,Drywall Repair,37.0,5269.91,5269.91,1,,142.43,
CLM-61495,07/14/2025,Franchise_NY_12,Antimicrobial Treatment,,2299.5,2299.5,1,,$91.98,25.0
CLM-98231,2025-10-15,Franchise_FL_04,Baseboard Replacement,14.0,1164.66,1164.66,1,83.19,,
CLM-80055,2025-06-13,Franchise_FL_04,Water Extraction,2.0,31.56,31.56,1,15.78,,
CLM-88873,04/10/2025,Franchise_NY_12,Antimicrobial Treatment,,4717.05,3739.68,0,,$115.05,41.0
CLM-98774,03/11/2025,Franchise_NY_12,Dehumidifier Rental,,264.02,264.02,1,,$132.01,2.0
CLM-27512,01/30/2025,Franchise_NY_12,Dehumidifier Rental,,1762.62,1762.62,1,,$60.78,29.0
CLM-40264,11/01/2025,Franchise_NY_12,Drywall Repair,,553.5,553.5,1,,$55.35,10.0
CLM-80564,12/31/2025,Franchise_NY_12,Drywall Repair,,872.78,371.04,0,,$51.34,17.0
CLM-20907,06/28/2025,Franchise_NY_12,Dehumidifier Rental,,1686.63,1686.63,1,,$88.77,19.0
CLM-37197,"September 09, 2025",Franchise_TX_01,Dehumidifier Rental - MISC,50.0,1552.0,1552.0,1,,31.04,
CLM-44776,2025-08-23,Franchise_FL_04,Antimicrobial Treatment,35.0,2157.75,1489.5,0,61.65,,
CLM-92844,2025-12-05,Franchise_FL_04,Antimicrobial Treatment,37.0,4339.36,2892.65,0,117.28,,
CLM-79442,"May 03, 2025",Franchise_TX_01,Drywall Repair,13.0,256.23,256.23,1,,19.71,
CLM-93133,2025-04-28,Franchise_FL_04,Antimicrobial Treatment,41.0,1292.32,1292.32,1,31.52,,
CLM-45665,"October 26, 2025",Franchise_TX_01,Baseboard Replacement,39.0,4647.63,4647.63,1,,119.17,
CLM-65013,06/21/2025,Franchise_NY_12,Dehumidifier Rental,,1183.2,1183.2,1,,$34.8,34.0
CLM-73316,2025-09-09,Franchise_FL_04,Drywall Repair,4.0,389.4,389.4,1,97.35,,
CLM-31183,03/09/2025,Franchise_NY_12,Antimicrobial Treatment,,1776.96,1776.96,1,,$111.06,16.0
CLM-46256,2025-05-31,Franchise_FL_04,Antimicrobial Treatment,11.0,669.9,669.9,1,60.9,,
CLM-95799,07/04/2025,Franchise_NY_12,Baseboard Replacement,,5664.96,2457.16,0,,$118.02,48.0
CLM-49670,2025-02-20,Franchise_FL_04,Water Extraction,38.0,5139.12,3101.05,0,135.24,,
CLM-23125,2025-04-05,Franchise_FL_04,Water Extraction,41.0,3187.75,3187.75,1,77.75,,
CLM-46208,"November 23, 2025",Franchise_TX_01,Baseboard Replacement,36.0,2769.84,1535.14,0,,76.94,
CLM-13952,09/06/2025,Franchise_NY_12,Baseboard Replacement,,3459.7,3459.7,1,,$119.3,29.0
CLM-98354,"June 25, 2025",Franchise_TX_01,Baseboard Replacement,39.0,1281.54,1281.54,1,,32.86,
CLM-84894,"September 14, 2025",Franchise_TX_01,Baseboard Replacement,50.0,4297.5,2963.98,0,,85.95,
CLM-69530,10/01/2025,Franchise_NY_12,Drywall Repair,,3959.1,3959.1,1,,$131.97,30.0
CLM-79769,"October 02, 2025",Franchise_TX_01,Drywall Repair - MISC,44.0,4772.68,4772.68,1,,108.47,
CLM-69418,2025-01-12,Franchise_FL_04,Dehumidifier Rental,9.0,1058.22,1058.22,1,117.58,,
