claim_id,franchise_id,item_category,date_submitted,quantity,unit_price,requested_total,carrier_approved_total,is_approved_fully,submit_month,submit_day_of_week
CLM-90565,Franchise_TX_01,Antimicrobial Treatment,,44.0,140.94,6201.36,6201.36,1,,
CLM-10344,Franchise_TX_01,Drywall Repair,,19.0,78.61,1493.59,1493.59,1,,
CLM-19477,Franchise_FL_04,Drywall Repair,2025-06-01,29.0,35.08,1017.32,1017.32,1,6.0,6.0
CLM-12830,Franchise_TX_01,Antimicrobial Treatment,,37.0,64.69,2393.53,1222.22,0,,
CLM-74961,Franchise_TX_01,Dehumidifier Rental,,35.0,120.79,4227.65,4227.65,1,,
CLM-91199,Franchise_NY_12,Dehumidifier Rental,,20.0,132.07,2641.4,2641.4,1,,
CLM-73515,Franchise_FL_04,Water Extraction,2025-05-09,34.0,65.76,2235.84,2235.84,1,5.0,4.0
CLM-21924,Franchise_NY_12,Baseboard Replacement,,30.0,95.36,2860.8,2860.8,1,,
CLM-86841,Franchise_NY_12,Antimicrobial Treatment,,42.0,131.2,5510.4,4748.28,0,,
CLM-23280,Franchise_NY_12,Dehumidifier Rental,,7.0,30.78,215.46,215.46,1,,
CLM-25591,Franchise_NY_12,Dehumidifier Rental,,22.0,146.92,3232.24,3232.24,1,,
CLM-48107,Franchise_FL_04,Antimicrobial Treatment,2025-07-01,46.0,22.92,1054.32,922.07,0,7.0,1.0
CLM-40855,Franchise_NY_12,Water Extraction,,40.0,34.58,1383.2,758.73,0,,
CLM-99472,Franchise_NY_12,Baseboard Replacement,,35.0,119.11,4168.85,3745.81,0,,
CLM-38613,Franchise_NY_12,Drywall Repair,,20.0,79.66,1593.2,1593.2,1,,
CLM-31242,Franchise_FL_04,Water Extraction,2025-01-03,6.0,109.59,657.54,657.54,1,1.0,4.0
CLM-62506,Franchise_TX_01,Dehumidifier Rental - MISC,,35.0,110.69,3874.15,3874.15,1,,
CLM-48382,Franchise_NY_12,Dehumidifier Rental,,49.0,108.22,5302.78,3865.42,0,,
CLM-30744,Franchise_NY_12,Antimicrobial Treatment,,23.0,65.15,1498.45,1498.45,1,,
CLM-81957,Franchise_NY_12,Drywall Repair,,16.0,37.92,606.72,606.72,1,,
CLM-15843,Franchise_NY_12,Antimicrobial Treatment,,40.0,35.16,1406.4,832.75,0,,
CLM-62888,Franchise_NY_12,Antimicrobial Treatment,,18.0,145.11,2611.98,2611.98,1,,
CLM-88731,Franchise_FL_04,Dehumidifier Rental,2025-09-26,41.0,43.96,1802.36,1802.36,1,9.0,4.0
CLM-33150,Franchise_TX_01,Antimicrobial Treatment,,29.0,96.18,2789.22,2789.22,1,,
CLM-28385,Franchise_TX_01,Dehumidifier Rental,,15.0,137.93,2068.95,2068.95,1,,
CLM-30567,Franchise_NY_12,Water Extraction,,32.0,95.38,3052.16,1544.38,0,,
CLM-38516,Franchise_NY_12,Antimicrobial Treatment,,8.0,30.3,242.4,242.4,1,,
CLM-69394,Franchise_NY_12,Dehumidifier Rental,,40.0,125.81,5032.4,2455.96,0,,
CLM-79529,Franchise_FL_04,Drywall Repair,2025-01-31,13.0,43.97,571.61,411.61,0,1.0,4.0
CLM-83165,Franchise_TX_01,Baseboard Replacement - MISC,,31.0,21.22,657.82,657.82,1,,
CLM-91149,Franchise_TX_01,Antimicrobial Treatment,,27.0,74.22,2003.94,2003.94,1,,
CLM-71323,Franchise_FL_04,Drywall Repair,2025-02-02,3.0,97.95,293.85,293.85,1,2.0,6.0
CLM-14936,Franchise_NY_12,Water Extraction,,24.0,83.18,1996.32,1996.32,1,,
CLM-78539,Franchise_NY_12,Antimicrobial Treatment,,2.0,61.44,122.88,122.88,1,,
CLM-39866,Franchise_FL_04,Water Extraction,2025-10-18,34.0,138.86,4721.24,4721.24,1,10.0,5.0
CLM-61023,Franchise_NY_12,Baseboard Replacement,,27.0,140.33,3788.91,3788.91,1,,
CLM-91255,Franchise_FL_04,Dehumidifier Rental,2025-01-31,30.0,50.72,1521.6,1521.6,1,1.0,4.0
CLM-24739,Franchise_TX_01,Baseboard Replacement,,39.0,104.35,4069.65,3526.12,0,,
CLM-65328,Franchise_TX_01,Water Extraction - MISC,,20.0,105.92,2118.4,2118.4,1,,
CLM-19508,Franchise_TX_01,Baseboard Replacement,,45.0,23.54,1059.3,1059.3,1,,
CLM-87062,Franchise_FL_04,Baseboard Replacement,2025-12-16,34.0,72.11,2451.74,2451.74,1,12.0,1.0
CLM-89014,Franchise_TX_01,Antimicrobial Treatment - MISC,,22.0,28.0,616.0,616.0,1,,
CLM-24626,Franchise_NY_12,Baseboard Replacement,,11.0,121.7,1338.7,1021.15,0,,
CLM-88974,Franchise_FL_04,Baseboard Replacement,2025-04-23,4.0,61.8,247.2,247.2,1,4.0,2.0
CLM-84533,Franchise_NY_12,Drywall Repair,,19.0,30.45,578.55,578.55,1,,
CLM-52735,Franchise_FL_04,Water Extraction,2025-03-01,36.0,69.16,2489.76,1157.88,0,3.0,5.0
CLM-43098,Franchise_NY_12,Antimicrobial Treatment,,19.0,97.44,1851.36,850.34,0,,
CLM-59581,Franchise_FL_04,Antimicrobial Treatment,2025-05-07,16.0,136.21,2179.36,1257.51,0,5.0,2.0
CLM-85920,Franchise_NY_12,Antimicrobial Treatment,,27.0,76.78,2073.06,2073.06,1,,
CLM-50463,Franchise_NY_12,Drywall Repair,,43.0,129.68,5576.24,5576.24,1,,
CLM-70082,Franchise_FL_04,Baseboard Replacement,2025-01-04,37.0,46.55,1722.35,1722.35,1,1.0,5.0
CLM-92133,Franchise_TX_01,Antimicrobial Treatment,,41.0,24.86,1019.26,1019.26,1,,
CLM-43853,Franchise_TX_01,Antimicrobial Treatment,,44.0,143.35,6307.4,3474.05,0,,
CLM-65370,Franchise_FL_04,Dehumidifier Rental,2025-04-07,8.0,111.52,892.16,892.16,1,4.0,0.0
CLM-91595,Franchise_FL_04,Drywall Repair,2025-12-14,50.0,102.2,5110.0,3081.63,0,12.0,6.0
CLM-88238,Franchise_TX_01,Antimicrobial Treatment - MISC,,25.0,98.54,2463.5,2463.5,1,,
CLM-77771,Franchise_FL_04,Water Extraction,2025-08-01,44.0,122.57,5393.08,5393.08,1,8.0,4.0
CLM-21347,Franchise_NY_12,Dehumidifier Rental,,3.0,149.23,447.69,447.69,1,,
CLM-58903,Franchise_TX_01,Water Extraction,,30.0,139.03,4170.9,4170.9,1,,
CLM-21435,Franchise_TX_01,Drywall Repair,,34.0,108.36,3684.24,3684.24,1,,
CLM-12082,Franchise_TX_01,Baseboard Replacement,,5.0,47.25,236.25,180.67,0,,
CLM-66425,Franchise_NY_12,Drywall Repair,,13.0,98.19,1276.47,1276.47,1,,
CLM-88276,Franchise_NY_12,Baseboard Replacement,,23.0,83.37,1917.51,1467.64,0,,
CLM-20048,Franchise_FL_04,Drywall Repair,2025-05-08,25.0,40.24,1006.0,697.36,0,5.0,3.0
CLM-46078,Franchise_NY_12,Antimicrobial Treatment,,43.0,87.48,3761.64,3761.64,1,,
CLM-41120,Franchise_TX_01,Water Extraction,,45.0,128.19,5768.55,3517.93,0,,
CLM-33358,Franchise_NY_12,Drywall Repair,,49.0,107.21,5253.29,5253.29,1,,
CLM-78503,Franchise_NY_12,Baseboard Replacement,,3.0,43.77,131.31,131.31,1,,
CLM-89243,Franchise_FL_04,Baseboard Replacement,2025-10-30,6.0,95.48,572.88,572.88,1,10.0,3.0
CLM-87241,Franchise_FL_04,Dehumidifier Rental,2025-11-28,42.0,60.99,2561.58,1362.91,0,11.0,4.0
CLM-56121,Franchise_FL_04,Water Extraction,2025-03-31,42.0,97.09,4077.78,2308.46,0,3.0,0.0
CLM-64337,Franchise_NY_12,Antimicrobial Treatment,,2.0,142.99,285.98,285.98,1,,
CLM-44904,Franchise_NY_12,Baseboard Replacement,,48.0,126.41,6067.68,3714.34,0,,
CLM-21079,Franchise_FL_04,Drywall Repair,2025-04-29,13.0,108.28,1407.64,1407.64,1,4.0,1.0
CLM-88146,Franchise_TX_01,Water Extraction - MISC,,49.0,19.4,950.6,698.44,0,,
CLM-88799,Franchise_NY_12,Antimicrobial Treatment,,2.0,71.52,143.04,143.04,1,,
CLM-26782,Franchise_NY_12,Dehumidifier Rental,,18.0,54.62,983.16,744.65,0,,
CLM-66370,Franchise_TX_01,Dehumidifier Rental,,47.0,18.53,870.91,388.76,0,,
CLM-34969,Franchise_NY_12,Antimicrobial Treatment,,45.0,70.84,3187.8,2838.7,0,,
CLM-16671,Franchise_FL_04,Antimicrobial Treatment,2025-10-12,18.0,100.19,1803.42,1803.42,1,10.0,6.0
CLM-49460,Franchise_NY_12,Antimicrobial Treatment,,12.0,120.85,1450.2,1450.2,1,,
CLM-57312,Franchise_TX_01,Baseboard Replacement,,34.0,116.22,3951.48,3951.48,1,,
CLM-28021,Franchise_NY_12,Baseboard Replacement,,50.0,77.23,3861.5,2551.99,0,,
CLM-30551,Franchise_NY_12,Antimicrobial Treatment,,22.0,68.68,1510.96,1510.96,1,,
CLM-31705,Franchise_TX_01,Dehumidifier Rental - MISC,,39.0,113.94,4443.66,4443.66,1,,
CLM-47935,Franchise_FL_04,Water Extraction,2025-01-12,15.0,33.17,497.55,497.55,1,1.0,6.0
CLM-93081,Franchise_NY_12,Antimicrobial Treatment,,27.0,48.65,1313.55,1313.55,1,,
CLM-10513,Franchise_NY_12,Dehumidifier Rental,,40.0,141.42,5656.8,3555.99,0,,
CLM-58960,Franchise_TX_01,Water Extraction - MISC,,15.0,130.76,1961.4,1961.4,1,,
CLM-34477,Franchise_TX_01,Baseboard Replacement,,29.0,35.47,1028.63,438.1,0,,
CLM-63916,Franchise_NY_12,Baseboard Replacement,,47.0,80.25,3771.75,3771.75,1,,
CLM-86268,Franchise_TX_01,Water Extraction,,15.0,44.35,665.25,665.25,1,,
CLM-46477,Franchise_NY_12,Drywall Repair,,49.0,57.73,2828.77,2828.77,1,,
CLM-28261,Franchise_FL_04,Drywall Repair,2025-02-15,49.0,54.08,2649.92,1151.96,0,2.0,5.0
CLM-40358,Franchise_TX_01,Dehumidifier Rental,,38.0,37.64,1430.32,1430.32,1,,
CLM-99023,Franchise_TX_01,Baseboard Replacement,,16.0,129.28,2068.48,2068.48,1,,
CLM-87327,Franchise_TX_01,Dehumidifier Rental,,10.0,117.7,1177.0,495.8,0,,
CLM-98476,Franchise_FL_04,Water Extraction,2025-04-13,21.0,45.93,964.53,964.53,1,4.0,6.0
CLM-74544,Franchise_FL_04,Baseboard Replacement,2025-01-12,22.0,127.73,2810.06,2157.01,0,1.0,6.0
CLM-29535,Franchise_TX_01,Dehumidifier Rental,,14.0,91.9,1286.6,1286.6,1,,
CLM-26386,Franchise_TX_01,Dehumidifier Rental - MISC,,49.0,134.28,6579.72,6579.72,1,,
CLM-94813,Franchise_NY_12,Baseboard Replacement,,38.0,84.74,3220.12,3220.12,1,,
CLM-51695,Franchise_NY_12,Water Extraction,,7.0,149.61,1047.27,756.17,0,,
CLM-69669,Franchise_FL_04,Baseboard Replacement,2025-08-21,16.0,104.65,1674.4,1055.04,0,8.0,3.0
CLM-25103,Franchise_NY_12,Baseboard Replacement,,23.0,19.58,450.34,450.34,1,,
CLM-86700,Franchise_FL_04,Drywall Repair,2025-03-23,26.0,91.5,2379.0,1101.56,0,3.0,6.0
CLM-17512,Franchise_FL_04,Baseboard Replacement,2025-02-20,45.0,23.93,1076.85,1076.85,1,2.0,3.0
CLM-98396,Franchise_NY_12,Baseboard Replacement,,31.0,102.04,3163.24,3163.24,1,,
CLM-97989,Franchise_TX_01,Drywall Repair - MISC,,33.0,81.06,2674.98,2368.32,0,,
CLM-83181,Franchise_TX_01,Antimicrobial Treatment,,6.0,92.01,552.06,552.06,1,,
CLM-38298,Franchise_TX_01,Drywall Repair,,47.0,95.07,4468.29,4468.29,1,,
CLM-86084,Franchise_TX_01,Dehumidifier Rental,,49.0,43.82,2147.18,2147.18,1,,
CLM-51711,Franchise_NY_12,Dehumidifier Rental,,37.0,95.3,3526.1,3526.1,1,,
CLM-42160,Franchise_TX_01,Antimicrobial Treatment,,38.0,123.55,4694.9,4694.9,1,,
CLM-63127,Franchise_TX_01,Baseboard Replacement,,42.0,45.38,1905.96,1682.74,0,,
CLM-14321,Franchise_FL_04,Dehumidifier Rental,2025-12-20,22.0,43.05,947.1,947.1,1,12.0,5.0
CLM-10667,Franchise_TX_01,Dehumidifier Rental,,30.0,22.23,666.9,666.9,1,,
CLM-85804,Franchise_NY_12,Drywall Repair,,5.0,60.83,304.15,126.92,0,,
CLM-20697,Franchise_FL_04,Antimicrobial Treatment,2025-11-21,18.0,90.64,1631.52,1631.52,1,11.0,4.0
CLM-17666,Franchise_TX_01,Dehumidifier Rental,,12.0,95.43,1145.16,1145.16,1,,
CLM-14841,Franchise_TX_01,Baseboard Replacement,,40.0,136.18,5447.2,2581.08,0,,
CLM-72306,Franchise_NY_12,Water Extraction,,16.0,145.36,2325.76,2325.76,1,,
CLM-95328,Franchise_TX_01,Antimicrobial Treatment,,43.0,122.9,5284.7,5284.7,1,,
CLM-45878,Franchise_FL_04,Baseboard Replacement,2025-10-02,47.0,58.24,2737.28,2737.28,1,10.0,3.0
CLM-91506,Franchise_NY_12,Water Extraction,,46.0,25.47,1171.62,1171.62,1,,
CLM-53084,Franchise_TX_01,Baseboard Replacement,,30.0,54.21,1626.3,1626.3,1,,
CLM-62789,Franchise_NY_12,Baseboard Replacement,,20.0,16.77,335.4,185.77,0,,
CLM-98894,Franchise_TX_01,Antimicrobial Treatment,,14.0,125.89,1762.46,788.62,0,,
CLM-89109,Franchise_TX_01,Dehumidifier Rental,,35.0,44.47,1556.45,1556.45,1,,
CLM-85170,Franchise_TX_01,Baseboard Replacement,,47.0,57.88,2720.36,2720.36,1,,
CLM-90064,Franchise_TX_01,Antimicrobial Treatment,,24.0,46.2,1108.8,1108.8,1,,
CLM-16854,Franchise_FL_04,Baseboard Replacement,2025-05-23,1.0,92.76,92.76,92.76,1,5.0,4.0
CLM-20035,Franchise_TX_01,Drywall Repair - MISC,,37.0,33.98,1257.26,1257.26,1,,
CLM-94961,Franchise_TX_01,Dehumidifier Rental,,33.0,40.04,1321.32,1078.41,0,,
CLM-94179,Franchise_TX_01,Drywall Repair,,49.0,78.46,3844.54,3844.54,1,,
CLM-87267,Franchise_FL_04,Dehumidifier Rental,2025-07-11,29.0,83.02,2407.58,2407.58,1,7.0,4.0
CLM-47689,Franchise_NY_12,Antimicrobial Treatment,,19.0,57.36,1089.84,781.92,0,,
CLM-99535,Franchise_NY_12,Drywall Repair,,14.0,52.03,728.42,728.42,1,,
CLM-85641,Franchise_NY_12,Antimicrobial Treatment,,28.0,123.02,3444.56,3444.56,1,,
CLM-23103,Franchise_NY_12,Water Extraction,,32.0,128.04,4097.28,1999.33,0,,
CLM-10177,Franchise_FL_04,Antimicrobial Treatment,2025-01-08,12.0,17.46,209.52,113.89,0,1.0,2.0
CLM-76646,Franchise_NY_12,Dehumidifier Rental,,1.0,142.28,142.28,142.28,1,,
CLM-12004,Franchise_FL_04,Drywall Repair,2025-06-08,25.0,59.06,1476.5,1142.75,0,6.0,6.0
CLM-64082,Franchise_NY_12,Antimicrobial Treatment,,18.0,124.91,2248.38,1309.11,0,,
CLM-94452,Franchise_FL_04,Drywall Repair,2025-08-27,30.0,114.95,3448.5,2865.01,0,8.0,2.0
CLM-35450,Franchise_FL_04,Drywall Repair,2025-03-29,45.0,35.07,1578.15,1578.15,1,3.0,5.0
CLM-82526,Franchise_TX_01,Water Extraction,,26.0,18.3,475.8,475.8,1,,
CLM-86683,Franchise_FL_04,Dehumidifier Rental,2025-12-11,36.0,97.3,3502.8,3502.8,1,12.0,3.0
CLM-51477,Franchise_NY_12,Drywall Repair,,26.0,68.22,1773.72,1773.72,1,,
CLM-62882,Franchise_TX_01,Water Extraction,,37.0,140.07,5182.59,2889.14,0,,
CLM-86368,Franchise_FL_04,Dehumidifier Rental,2025-10-07,17.0,110.98,1886.66,1886.66,1,10.0,1.0
CLM-63177,Franchise_FL_04,Baseboard Replacement,2025-01-29,16.0,112.14,1794.24,1794.24,1,1.0,2.0
CLM-13285,Franchise_NY_12,Baseboard Replacement,,27.0,141.39,3817.53,1546.34,0,,
CLM-51326,Franchise_NY_12,Antimicrobial Treatment,,39.0,102.84,4010.76,4010.76,1,,
CLM-79175,Franchise_NY_12,Drywall Repair,,3.0,120.05,360.15,222.1,0,,
CLM-87533,Franchise_FL_04,Dehumidifier Rental,2025-10-31,43.0,78.37,3369.91,1576.47,0,10.0,4.0
CLM-71547,Franchise_NY_12,Dehumidifier Rental,,49.0,104.39,5115.11,5115.11,1,,
CLM-11849,Franchise_NY_12,Dehumidifier Rental,,5.0,37.03,185.15,158.88,0,,
CLM-33278,Franchise_NY_12,Drywall Repair,,38.0,86.05,3269.9,3269.9,1,,
CLM-87246,Franchise_NY_12,Water Extraction,,50.0,26.79,1339.5,1339.5,1,,
CLM-74244,Franchise_NY_12,Baseboard Replacement,,9.0,57.63,518.67,518.67,1,,
CLM-79784,Franchise_NY_12,Baseboard Replacement,,5.0,144.22,721.1,721.1,1,,
CLM-14123,Franchise_TX_01,Antimicrobial Treatment,,46.0,76.7,3528.2,3528.2,1,,
CLM-33919,Franchise_NY_12,Baseboard Replacement,,36.0,89.49,3221.64,3221.64,1,,
CLM-61810,Franchise_TX_01,Baseboard Replacement,,40.0,21.11,844.4,513.13,0,,
CLM-78494,Franchise_FL_04,Drywall Repair,2025-04-21,45.0,80.04,3601.8,3601.8,1,4.0,0.0
CLM-91956,Franchise_TX_01,Baseboard Replacement,,13.0,134.57,1749.41,895.48,0,,
CLM-81635,Franchise_NY_12,Baseboard Replacement,,10.0,145.3,1453.0,1453.0,1,,
CLM-28669,Franchise_FL_04,Dehumidifier Rental,2025-12-22,36.0,142.86,5142.96,5142.96,1,12.0,0.0
CLM-77527,Franchise_NY_12,Baseboard Replacement,,22.0,108.01,2376.22,2091.13,0,,
CLM-13677,Franchise_NY_12,Drywall Repair,,50.0,82.83,4141.5,2854.64,0,,
CLM-69712,Franchise_NY_12,Drywall Repair,,41.0,135.78,5566.98,3901.16,0,,
CLM-24890,Franchise_NY_12,Dehumidifier Rental,,32.0,147.65,4724.8,4724.8,1,,
CLM-91117,Franchise_FL_04,Drywall Repair,2025-03-15,47.0,127.56,5995.32,5995.32,1,3.0,5.0
CLM-12278,Franchise_FL_04,Baseboard Replacement,2025-10-02,38.0,91.46,3475.48,1934.33,0,10.0,3.0
CLM-95370,Franchise_NY_12,Antimicrobial Treatment,,22.0,23.14,509.08,509.08,1,,
CLM-44504,Franchise_FL_04,Baseboard Replacement,2025-09-13,26.0,131.89,3429.14,1821.14,0,9.0,5.0
CLM-92123,Franchise_TX_01,Antimicrobial Treatment,,49.0,41.14,2015.86,1789.59,0,,
CLM-14307,Franchise_TX_01,Baseboard Replacement,,29.0,67.64,1961.56,1961.56,1,,
CLM-74256,Franchise_FL_04,Drywall Repair,2025-03-27,32.0,28.37,907.84,506.81,0,3.0,3.0
CLM-19133,Franchise_TX_01,Antimicrobial Treatment,,15.0,42.21,633.15,633.15,1,,
CLM-83356,Franchise_FL_04,Dehumidifier Rental,2025-10-30,7.0,37.73,264.11,264.11,1,10.0,3.0
CLM-90283,Franchise_FL_04,Dehumidifier Rental,2025-01-20,36.0,106.44,3831.84,3831.84,1,1.0,0.0
CLM-88590,Franchise_NY_12,Baseboard Replacement,,8.0,130.26,1042.08,704.54,0,,
CLM-22189,Franchise_TX_01,Antimicrobial Treatment,,32.0,137.26,4392.32,2648.05,0,,
CLM-85636,Franchise_FL_04,Antimicrobial Treatment,2025-07-20,20.0,80.33,1606.6,1606.6,1,7.0,6.0
CLM-54982,Franchise_FL_04,Water Extraction,2025-01-17,10.0,94.91,949.1,671.44,0,1.0,4.0
CLM-73439,Franchise_NY_12,Baseboard Replacement,,35.0,77.56,2714.6,2714.6,1,,
CLM-52015,Franchise_TX_01,Drywall Repair,,37.0,142.43,5269.91,5269.91,1,,
CLM-61495,Franchise_NY_12,Antimicrobial Treatment,,25.0,91.98,2299.5,2299.5,1,,
CLM-98231,Franchise_FL_04,Baseboard Replacement,2025-10-15,14.0,83.19,1164.66,1164.66,1,10.0,2.0
CLM-80055,Franchise_FL_04,Water Extraction,2025-06-13,2.0,15.78,31.56,31.56,1,6.0,4.0
CLM-88873,Franchise_NY_12,Antimicrobial Treatment,,41.0,115.05,4717.05,3739.68,0,,
CLM-98774,Franchise_NY_12,Dehumidifier Rental,,2.0,132.01,264.02,264.02,1,,
CLM-27512,Franchise_NY_12,Dehumidifier Rental,,29.0,60.78,1762.62,1762.62,1,,
CLM-40264,Franchise_NY_12,Drywall Repair,,10.0,55.35,553.5,553.5,1,,
CLM-80564,Franchise_NY_12,Drywall Repair,,17.0,51.34,872.78,371.04,0,,
CLM-20907,Franchise_NY_12,Dehumidifier Rental,,19.0,88.77,1686.63,1686.63,1,,
CLM-37197,Franchise_TX_01,Dehumidifier Rental - MISC,,50.0,31.04,1552.0,1552.0,1,,
CLM-44776,Franchise_FL_04,Antimicrobial Treatment,2025-08-23,35.0,61.65,2157.75,1489.5,0,8.0,5.0
CLM-92844,Franchise_FL_04,Antimicrobial Treatment,2025-12-05,37.0,117.28,4339.36,2892.65,0,12.0,4.0
CLM-79442,Franchise_TX_01,Drywall Repair,,13.0,19.71,256.23,256.23,1,,
CLM-93133,Franchise_FL_04,Antimicrobial Treatment,2025-04-28,41.0,31.52,1292.32,1292.32,1,4.0,0.0
CLM-45665,Franchise_TX_01,Baseboard Replacement,,39.0,119.17,4647.63,4647.63,1,,
CLM-65013,Franchise_NY_12,Dehumidifier Rental,,34.0,34.8,1183.2,1183.2,1,,
CLM-73316,Franchise_FL_04,Drywall Repair,2025-09-09,4.0,97.35,389.4,389.4,1,9.0,1.0
CLM-31183,Franchise_NY_12,Antimicrobial Treatment,,16.0,111.06,1776.96,1776.96,1,,
CLM-46256,Franchise_FL_04,Antimicrobial Treatment,2025-05-31,11.0,60.9,669.9,669.9,1,5.0,5.0
CLM-95799,Franchise_NY_12,Baseboard Replacement,,48.0,118.02,5664.96,2457.16,0,,
CLM-49670,Franchise_FL_04,Water Extraction,2025-02-20,38.0,135.24,5139.12,3101.05,0,2.0,3.0
CLM-23125,Franchise_FL_04,Water Extraction,2025-04-05,41.0,77.75,3187.75,3187.75,1,4.0,5.0
CLM-46208,Franchise_TX_01,Baseboard Replacement,,36.0,76.94,2769.84,1535.14,0,,
CLM-13952,Franchise_NY_12,Baseboard Replacement,,29.0,119.3,3459.7,3459.7,1,,
CLM-98354,Franchise_TX_01,Baseboard Replacement,,39.0,32.86,1281.54,1281.54,1,,
CLM-84894,Franchise_TX_01,Baseboard Replacement,,50.0,85.95,4297.5,2963.98,0,,
CLM-69530,Franchise_NY_12,Drywall Repair,,30.0,131.97,3959.1,3959.1,1,,
CLM-79769,Franchise_TX_01,Drywall Repair - MISC,,44.0,108.47,4772.68,4772.68,1,,
CLM-69418,Franchise_FL_04,Dehumidifier Rental,2025-01-12,9.0,117.58,1058.22,1058.22,1,1.0,6.0
CLM-31326,Franchise_NY_12,Baseboard Replacement,,12.0,120.64,1447.68,1447.68,1,,
CLM-11426,Franchise_TX_01,Water Extraction,,16.0,38.0,608.0,344.82,0,,
CLM-22159,Franchise_TX_01,Antimicrobial Treatment,,2.0,75.85,151.7,92.18,0,,
CLM-46625,Franchise_TX_01,Dehumidifier Rental,,40.0,149.77,5990.8,3662.32,0,,
CLM-19661,Franchise_NY_12,Water Extraction,,36.0,47.29,1702.44,1702.44,1,,
CLM-87474,Franchise_TX_01,Drywall Repair,,44.0,64.84,2852.96,2852.96,1,,
CLM-64588,Franchise_TX_01,Dehumidifier Rental,,10.0,142.42,1424.2,1424.2,1,,
CLM-40397,Franchise_NY_12,Water Extraction,,20.0,114.31,2286.2,1686.9,0,,
CLM-58802,Franchise_NY_12,Antimicrobial Treatment,,34.0,79.86,2715.24,2715.24,1,,
CLM-64960,Franchise_NY_12,Water Extraction,,31.0,34.19,1059.89,1059.89,1,,
CLM-34009,Franchise_FL_04,Baseboard Replacement,2025-02-15,37.0,87.27,3228.99,3228.99,1,2.0,5.0
CLM-14434,Franchise_FL_04,Drywall Repair,2025-03-09,11.0,49.19,541.09,321.89,0,3.0,6.0
CLM-78628,Franchise_TX_01,Dehumidifier Rental,,23.0,134.16,3085.68,2253.58,0,,
CLM-87965,Franchise_FL_04,Baseboard Replacement,2025-05-21,18.0,94.98,1709.64,1527.87,0,5.0,2.0
CLM-88993,Franchise_FL_04,Dehumidifier Rental,2025-08-27,48.0,142.6,6844.8,6844.8,1,8.0,2.0
CLM-84134,Franchise_TX_01,Drywall Repair,,33.0,68.53,2261.49,1234.14,0,,
CLM-16022,Franchise_TX_01,Baseboard Replacement,,31.0,66.13,2050.03,2050.03,1,,
CLM-45693,Franchise_FL_04,Baseboard Replacement,2025-09-13,27.0,71.07,1918.89,1918.89,1,9.0,5.0
CLM-91813,Franchise_TX_01,Dehumidifier Rental - MISC,,43.0,116.03,4989.29,2970.69,0,,
CLM-38489,Franchise_FL_04,Antimicrobial Treatment,2025-03-01,4.0,138.86,555.44,375.27,0,3.0,5.0
CLM-86278,Franchise_NY_12,Antimicrobial Treatment,,10.0,76.53,765.3,765.3,1,,
CLM-30059,Franchise_TX_01,Dehumidifier Rental,,21.0,112.97,2372.37,2372.37,1,,
CLM-44526,Franchise_TX_01,Drywall Repair,,4.0,28.01,112.04,112.04,1,,
CLM-22818,Franchise_NY_12,Water Extraction,,25.0,141.9,3547.5,2575.28,0,,
CLM-48770,Franchise_TX_01,Drywall Repair,,36.0,17.52,630.72,630.72,1,,
CLM-35859,Franchise_NY_12,Drywall Repair,,17.0,24.68,419.56,419.56,1,,
CLM-22133,Franchise_FL_04,Dehumidifier Rental,2025-02-21,29.0,136.41,3955.89,3955.89,1,2.0,4.0
CLM-32872,Franchise_TX_01,Baseboard Replacement,,32.0,114.03,3648.96,3648.96,1,,
CLM-49110,Franchise_TX_01,Drywall Repair,,6.0,133.3,799.8,799.8,1,,
CLM-34797,Franchise_NY_12,Baseboard Replacement,,19.0,41.18,782.42,782.42,1,,
CLM-60073,Franchise_FL_04,Dehumidifier Rental,2025-06-28,49.0,54.53,2671.97,1097.07,0,6.0,5.0
CLM-27270,Franchise_TX_01,Water Extraction,,19.0,90.89,1726.91,1726.91,1,,
CLM-71788,Franchise_NY_12,Drywall Repair,,34.0,121.72,4138.48,2687.81,0,,
CLM-23174,Franchise_FL_04,Water Extraction,2025-03-25,9.0,23.1,207.9,207.9,1,3.0,1.0
CLM-52037,Franchise_NY_12,Dehumidifier Rental,,14.0,47.56,665.84,665.84,1,,
CLM-95173,Franchise_TX_01,Baseboard Replacement - MISC,,1.0,58.01,58.01,47.88,0,,
CLM-17995,Franchise_FL_04,Dehumidifier Rental,2025-11-21,40.0,31.02,1240.8,1240.8,1,11.0,4.0
CLM-48365,Franchise_NY_12,Dehumidifier Rental,,8.0,52.52,420.16,191.02,0,,
CLM-23570,Franchise_FL_04,Dehumidifier Rental,2025-03-31,40.0,51.61,2064.4,1590.31,0,3.0,0.0
CLM-31237,Franchise_NY_12,Baseboard Replacement,,19.0,75.93,1442.67,1442.67,1,,
CLM-34474,Franchise_TX_01,Dehumidifier Rental - MISC,,23.0,37.79,869.17,453.21,0,,
CLM-11799,Franchise_TX_01,Antimicrobial Treatment - MISC,,9.0,105.67,951.03,650.0,0,,
CLM-73270,Franchise_TX_01,Antimicrobial Treatment,,24.0,130.47,3131.28,3131.28,1,,
CLM-64940,Franchise_FL_04,Baseboard Replacement,2025-06-24,11.0,17.79,195.69,98.11,0,6.0,1.0
